order_id;customer_id;order_date;order_value;
O08205;C3205;30/04/2024;-95,7;
O08206;C3206;13/05/2024;-120,7;
O08207;C3207;26/05/2024;-142,2;
O08208;C3208;08/06/2024;-167,6;
O08209;C3209;21/06/2024;-189,5;
O08210;C3210;04/07/2024;-31,6;
O08211;C3211;17/07/2024;-53,9;
O08212;C3212;30/07/2024;-76,4;
O08213;C3213;12/08/2024;-99,1;
O08214;C3214;25/08/2024;-122;
O08215;C3215;07/09/2024;-145,1;
O08216;C3216;20/09/2024;-168,4;
O08217;C3217;03/10/2024;-191,9;
O08218;C3218;16/10/2024;-35,6;
O08219;C3219;29/10/2024;-59,5;
O08220;C3220;11/11/2024;-83,6;
O08221;C3221;24/11/2024;-104,2;
O08222;C3222;07/12/2024;-128,7;
O08223;C3223;20/12/2024;-149,7;
O08224;C3224;02/01/2025;-174,6;
O08225;C3225;15/01/2025;-196;
O08226;C3226;28/01/2025;-41,3;
O08227;C3227;10/02/2025;-63,1;
O08228;C3228;23/02/2025;-85,1;
O08229;C3229;08/03/2025;-107,3;
O08230;C3230;21/03/2025;-133,4;
O08231;C3231;03/04/2025;-156;
O08232;C3232;16/04/2025;-178,8;
O08233;C3233;29/04/2025;-201,8;
O08234;;12/05/2025;-45;
O08235;C3235;25/05/2025;-68,4;
O08236;C3236;07/06/2025;-88,3;
O08237;C3237;20/06/2025;-112,1;
O08238;C3238;03/07/2025;-136,1;
O08239;C3239;16/07/2025;-160,3;
O08240;C3240;29/07/2025;-181;
O08241;C3241;11/08/2025;-25,6;
O08242;C3242;24/08/2025;-46,7;
O08243;C3243;06/09/2025;-71,7;
O08244;C3244;19/09/2025;-93,2;
O08245;C3245;02/10/2025;-118,6;
O08246;C3246;15/10/2025;-140,5;
O08247;C3247;28/10/2025;-162,6;
O08248;C3248;10/11/2025;-184,9;
O08249;C3249;23/11/2025;-27,4;
O08250;C3250;06/12/2025;-50,1;
O08251;;19/12/2025;-73;
O08252;C3252;01/01/2026;-96,1;
O08253;C3253;14/01/2026;-119,4;
O08254;C3254;27/01/2026;-142,9;
O08255;C3255;10/02/2024;-166,6;
O08256;C3256;23/02/2024;-190,5;
O08257;C3257;07/03/2024;-34,6;
O08258;C3258;20/03/2024;-55,2;
O08259;C3259;02/04/2024;-79,7;
O08260;C3260;15/04/2024;-100,7;
O08261;C3261;28/04/2024;-125,6;
O08262;C3262;11/05/2024;-147;
O08263;C3263;24/05/2024;-172,3;
O08264;C3264;06/06/2024;-194,1;
O08265;C3265;19/06/2024;-36,1;
O08266;C3266;02/07/2024;-58,3;
O08267;C3267;15/07/2024;-84,4;
O08268;C3268;28/07/2024;-107;
O08269;C3269;10/08/2024;-129,8;
O08270;C3270;23/08/2024;-152,8;
O08271;C3271;05/09/2024;-176;
O08272;C3272;18/09/2024;-199,4;
O08273;C3273;01/10/2024;-39,3;
O08274;C3274;14/10/2024;-63,1;
O08275;C3275;27/10/2024;-87,1;
O08276;C3276;09/11/2024;-111,3;
O08277;C3277;22/11/2024;-132;
O08278;C3278;05/12/2024;-156,6;
O08279;C3279;18/12/2024;-177,7;
O08280;C3280;31/12/2024;-22,7;
O08281;C3281;13/01/2025;-44,2;
O08282;C3282;26/01/2025;-69,6;
O08283;C3283;08/02/2025;-91,5;
O08284;C3284;21/02/2025;-113,6;
O08285;C3285;06/03/2025;-135,9;
O08286;C3286;19/03/2025;-158,4;
O08287;C3287;01/04/2025;-181,1;
O08288;C3288;14/04/2025;-24;
O08289;C3289;27/04/2025;-47,1;
O08290;C3290;10/05/2025;-70,4;
O08291;C3291;23/05/2025;-93,9;
O08292;C3292;05/06/2025;-117,6;
O08293;C3293;18/06/2025;-141,5;
O08294;C3294;01/07/2025;-165,6;
O08295;C3295;14/07/2025;-186,2;
O08296;C3296;27/07/2025;-30,7;
O08297;C3297;09/08/2025;-51,7;
O08298;C3298;22/08/2025;-76,6;
O08299;C3299;04/09/2025;-98;
O08300;C3300;17/09/2025;-123,3;
O08301;C3301;30/09/2025;-145,1;
O08302;C3302;13/10/2025;-167,1;
O08303;C3303;26/10/2025;-189,3;
O08304;C3304;08/11/2025;-35,4;
O08305;C3305;21/11/2025;-58;
O08306;C3306;04/12/2025;-80,8;
O08307;C3307;17/12/2025;-103,8;
O08308;C3308;30/12/2025;-127;
O08309;C3309;12/01/2026;-150,4;
O08310;C3310;25/01/2026;-170,3;
O08311;C3311;08/02/2024;-194,1;
O08312;C3312;21/02/2024;-38,1;
O08313;C3313;05/03/2024;-62,3;
O08314;C3314;18/03/2024;-83;
O08315;C3315;31/03/2024;-107,6;
O08316;C3316;13/04/2024;-128,7;
O08317;C3317;26/04/2024;-153,7;
O08318;C3318;09/05/2024;-175,2;
O08319;C3319;22/05/2024;-200,6;
O08320;C3320;04/06/2024;-42,5;
O08321;C3321;17/06/2024;-64,6;
O08322;C3322;30/06/2024;-86,9;
O08323;C3323;13/07/2024;-109,4;
O08324;C3324;26/07/2024;-132,1;
O08325;C3325;08/08/2024;-155;
O08326;C3326;21/08/2024;-178,1;
O08327;C3327;03/09/2024;-21,4;
O08328;C3328;16/09/2024;-44,9;
O08329;C3329;29/09/2024;-68,6;
O08330;C3330;12/10/2024;-92,5;
O08331;C3331;25/10/2024;-116,6;
O08332;C3332;07/11/2024;-137,2;
O08333;C3333;20/11/2024;-161,7;
O08334;C3334;03/12/2024;-182,7;
O08335;C3335;16/12/2024;-27,6;
O08336;C3336;29/12/2024;-49;
O08337;C3337;11/01/2025;-74,3;
O08338;C3338;24/01/2025;-96,1;
O08339;C3339;06/02/2025;-118,1;
O08340;C3340;19/02/2025;-140,3;
O08341;C3341;04/03/2025;-166,4;
O08342;C3342;17/03/2025;-189;
O08343;C3343;30/03/2025;-31,8;
O08344;C3344;12/04/2025;-54,8;
O08345;C3345;25/04/2025;-78;
O08346;C3346;08/05/2025;-101,4;
O08347;C3347;21/05/2025;-121,3;
O08348;C3348;03/06/2025;-145,1;
O08349;C3349;16/06/2025;-169,1;
O08350;C3350;29/06/2025;-193,3;
O08351;C3351;12/07/2025;-34;
O08352;C3352;25/07/2025;-58,6;
O08353;C3353;07/08/2025;-79,7;
O08354;C3354;20/08/2025;-104,7;
O08355;C3355;02/09/2025;-126,2;
O08356;C3356;15/09/2025;-151,6;
O08357;C3357;28/09/2025;-173,5;
O08358;C3358;11/10/2025;-195,6;
O08359;C3359;24/10/2025;-37,9;
O08360;C3360;06/11/2025;-60,4;
O08361;C3361;19/11/2025;-83,1;
O08362;C3362;02/12/2025;-106;
O08363;C3363;15/12/2025;-129,1;
O08364;C3364;28/12/2025;-152,4;
O08365;C3365;10/01/2026;-175,9;
O08366;C3366;23/01/2026;-199,6;
O08367;C3367;06/02/2024;-43,5;
O08368;C3368;19/02/2024;-67,6;
O08369;C3369;03/03/2024;-88,2;
O08370;C3370;16/03/2024;-112,7;
O08371;;29/03/2024;-133,7;
O08372;C3372;11/04/2024;-158,6;
O08373;C3373;24/04/2024;-180;
O08374;C3374;07/05/2024;-25,3;
O08375;C3375;20/05/2024;-47,1;
O08376;C3376;02/06/2024;-69,1;
O08377;C3377;15/06/2024;-91,3;
O08378;C3378;28/06/2024;-117,4;
O08379;C3379;11/07/2024;-140;
O08380;C3380;24/07/2024;-162,8;
O08381;C3381;06/08/2024;-185,8;
O08382;C3382;19/08/2024;-29;
O08383;C3383;01/09/2024;-52,4;
O08384;C3384;14/09/2024;-72,3;
O08385;C3385;27/09/2024;-96,1;
O08386;C3386;10/10/2024;-120,1;
O08387;C3387;23/10/2024;-144,3;
O08388;C3388;05/11/2024;-165;
O08389;C3389;18/11/2024;-189,6;
O08390;C3390;01/12/2024;-30,7;
O08391;C3391;14/12/2024;-55,7;
O08392;C3392;27/12/2024;-77,2;
O08393;C3393;09/01/2025;-102,6;
O08394;C3394;22/01/2025;-124,5;
O08395;C3395;04/02/2025;-146,6;
O08396;C3396;17/02/2025;-168,9;
O08397;C3397;02/03/2025;-191,4;
O08398;C3398;15/03/2025;-34,1;
O08399;C3399;28/03/2025;-57;
O08400;C3400;10/04/2025;-80,1;
O08401;C3401;23/04/2025;-103,4;
O08402;C3402;06/05/2025;-126,9;
O08403;C3403;19/05/2025;-150,6;
O08404;C3404;01/06/2025;-174,5;
O08405;C3405;14/06/2025;-198,6;
O08406;C3406;27/06/2025;-39,2;
O08407;C3407;10/07/2025;-63,7;
O08408;C3408;23/07/2025;-84,7;
O08409;C3409;05/08/2025;-109,6;
O08410;C3410;18/08/2025;-131;
O08411;C3411;31/08/2025;-156,3;
O08412;C3412;13/09/2025;-178,1;
O08413;C3413;26/09/2025;-200,1;
O08414;C3414;09/10/2025;-42,3;
O08415;;22/10/2025;-68,4;
O08416;C3416;04/11/2025;-91;
O08417;C3417;17/11/2025;-113,8;
O08418;C3418;30/11/2025;-136,8;
O08419;C3419;13/12/2025;-160;
O08420;C3420;26/12/2025;-183,4;
O08421;C3421;08/01/2026;-23,3;
O08422;C3422;21/01/2026;-47,1;
O08423;C3423;03/02/2026;-71,1;
O08424;C3424;17/02/2024;-95,3;
O08425;C3425;01/03/2024;-116;
O08426;C3426;14/03/2024;-140,6;
O08427;C3427;27/03/2024;-161,7;
O08428;C3428;09/04/2024;-186,7;
O08429;C3429;22/04/2024;-28,2;
O08430;C3430;05/05/2024;-53,6;
O08431;C3431;18/05/2024;-75,5;
O08432;C3432;31/05/2024;-97,6;
O08433;C3433;13/06/2024;-119,9;
O08434;C3434;26/06/2024;-142,4;
O08435;C3435;09/07/2024;-165,1;
O08436;C3436;22/07/2024;-188;
O08437;C3437;04/08/2024;-31,1;
O08438;C3438;17/08/2024;-54,4;
O08439;C3439;30/08/2024;-77,9;
O08440;C3440;12/09/2024;-101,6;
O08441;C3441;25/09/2024;-125,5;
O08442;C3442;08/10/2024;-149,6;
O08443;C3443;21/10/2024;-170,2;
O08444;C3444;03/11/2024;-194,7;
O08445;C3445;16/11/2024;-35,7;
O08446;C3446;29/11/2024;-60,6;
O08447;C3447;12/12/2024;-82;
O08448;C3448;25/12/2024;-107,3;
O08449;C3449;07/01/2025;-129,1;
O08450;C3450;20/01/2025;-151,1;
O08451;C3451;02/02/2025;-173,3;
O08452;C3452;15/02/2025;-199,4;
O08453;C3453;28/02/2025;-42;
O08454;C3454;13/03/2025;-64,8;
O08455;C3455;26/03/2025;-87,8;
O08456;C3456;08/04/2025;-111;
O08457;C3457;21/04/2025;-134,4;
O08458;C3458;04/05/2025;-154,3;
O08459;C3459;17/05/2025;-178,1;
O08460;C3460;30/05/2025;-22,1;
O08461;C3461;12/06/2025;-46,3;
O08462;C3462;25/06/2025;-67;
O08463;C3463;08/07/2025;-91,6;
O08464;C3464;21/07/2025;-112,7;
O08465;C3465;03/08/2025;-137,7;
O08466;C3466;16/08/2025;-159,2;
O08467;C3467;29/08/2025;-184,6;
O08468;C3468;11/09/2025;-26,5;
O08469;C3469;24/09/2025;-48,6;
O08470;C3470;07/10/2025;-70,9;
O08471;C3471;20/10/2025;-93,4;
O08472;C3472;02/11/2025;-116,1;
O08473;C3473;15/11/2025;-139;
O08474;C3474;28/11/2025;-162,1;
O08475;C3475;11/12/2025;-185,4;
O08476;C3476;24/12/2025;-28,9;
O08477;C3477;06/01/2026;-52,6;
O08478;C3478;19/01/2026;-76,5;
O08479;C3479;01/02/2026;-100,6;
O08480;C3480;15/02/2024;-121,2;
O08481;C3481;28/02/2024;-145,7;
O08482;C3482;12/03/2024;-166,7;
O08483;C3483;25/03/2024;-191,6;
O08484;C3484;07/04/2024;-33;
O08485;C3485;20/04/2024;-58,3;
O08486;C3486;03/05/2024;-80,1;
O08487;C3487;16/05/2024;-102,1;
O08488;C3488;29/05/2024;-124,3;
O08489;C3489;11/06/2024;-150,4;
O08490;C3490;24/06/2024;-173;
O08491;C3491;07/07/2024;-195,8;
O08492;C3492;20/07/2024;-38,8;
O08493;C3493;02/08/2024;-62;
O08494;C3494;15/08/2024;-85,4;
O08495;C3495;28/08/2024;-105,3;
O08496;C3496;10/09/2024;-129,1;
O08497;C3497;23/09/2024;-153,1;
O08498;C3498;06/10/2024;-177,3;
O08499;C3499;19/10/2024;-198;
O08500;C3500;01/11/2024;-42,6;
O08501;C3501;14/11/2024;-63,7;
O08502;C3502;27/11/2024;-88,7;
O08503;C3503;10/12/2024;-110,2;
O08504;C3504;23/12/2024;-135,6;
O08505;C3505;05/01/2025;-157,5;
O08506;C3506;18/01/2025;-179,6;
O08507;C3507;31/01/2025;-21,9;
O08508;C3508;13/02/2025;-44,4;
O08509;C3509;26/02/2025;-67,1;
O08510;C3510;11/03/2025;-90;
O08511;C3511;24/03/2025;-113,1;
O08512;C3512;06/04/2025;-136,4;
O08513;C3513;19/04/2025;-159,9;
O08514;C3514;02/05/2025;-183,6;
O08515;C3515;15/05/2025;-27,5;
O08516;C3516;28/05/2025;-51,6;
O08517;C3517;10/06/2025;-72,2;
O08518;C3518;23/06/2025;-96,7;
O08519;C3519;06/07/2025;-117,7;
O08520;C3520;19/07/2025;-142,6;
O08521;C3521;01/08/2025;-164;
O08522;C3522;14/08/2025;-189,3;
O08523;C3523;27/08/2025;-31,1;
O08524;C3524;09/09/2025;-53,1;
O08525;C3525;22/09/2025;-75,3;
O08526;C3526;05/10/2025;-101,4;
O08527;C3527;18/10/2025;-124;
O08528;C3528;31/10/2025;-146,8;
O08529;C3529;13/11/2025;-169,8;
O08530;C3530;26/11/2025;-193;
O08531;C3531;09/12/2025;-36,4;
O08532;C3532;22/12/2025;-56,3;
O08533;C3533;04/01/2026;-80,1;
O08534;C3534;17/01/2026;-104,1;
O08535;C3535;30/01/2026;-128,3;
O08536;C3536;13/02/2024;-149;
O08537;C3537;26/02/2024;-173,6;
O08538;C3538;10/03/2024;-194,7;
O08539;C3539;23/03/2024;-39,7;
O08540;;05/04/2024;-61,2;
O08541;C3541;18/04/2024;-86,6;
O08542;C3542;01/05/2024;-108,5;
O08543;C3543;14/05/2024;-130,6;
O08544;C3544;27/05/2024;-152,9;
O08545;C3545;09/06/2024;-175,4;
O08546;C3546;22/06/2024;-198,1;
O08547;C3547;05/07/2024;-41;
O08548;C3548;18/07/2024;-64,1;
O08549;C3549;31/07/2024;-87,4;
O08550;C3550;13/08/2024;-110,9;
O08551;C3551;26/08/2024;-134,6;
O08552;C3552;08/09/2024;-158,5;
O08553;C3553;21/09/2024;-182,6;
O08554;C3554;04/10/2024;-23,2;
O08555;C3555;17/10/2024;-47,7;
O08556;C3556;30/10/2024;-68,7;
O08557;C3557;12/11/2024;-93,6;
O08558;C3558;25/11/2024;-115;
O08559;C3559;08/12/2024;-140,3;
O08560;C3560;21/12/2024;-162,1;
O08561;C3561;03/01/2025;-184,1;
O08562;C3562;16/01/2025;-26,3;
O08563;C3563;29/01/2025;-52,4;
O08564;C3564;11/02/2025;-75;
O08565;C3565;24/02/2025;-97,8;
O08566;C3566;09/03/2025;-120,8;
O08567;C3567;22/03/2025;-144;
O08568;C3568;04/04/2025;-167,4;
O08569;C3569;17/04/2025;-187,3;
O08570;C3570;30/04/2025;-31,1;
O08571;C3571;13/05/2025;-55,1;
O08572;C3572;26/05/2025;-79,3;
O08573;C3573;08/06/2025;-100;
O08574;C3574;21/06/2025;-124,6;
O08575;C3575;04/07/2025;-145,7;
O08576;C3576;17/07/2025;-170,7;
O08577;C3577;30/07/2025;-192,2;
O08578;C3578;12/08/2025;-37,6;
O08579;C3579;25/08/2025;-59,5;
O08580;C3580;07/09/2025;-81,6;
O08581;C3581;20/09/2025;-103,9;
O08582;C3582;03/10/2025;-126,4;
O08583;C3583;16/10/2025;-149,1;
O08584;C3584;29/10/2025;-172;
O08585;C3585;11/11/2025;-195,1;
O08586;C3586;24/11/2025;-38,4;
O08587;C3587;07/12/2025;-61,9;
O08588;C3588;20/12/2025;-85,6;
O08589;C3589;02/01/2026;-109,5;
O08590;C3590;15/01/2026;-133,6;
O08591;C3591;28/01/2026;-154,2;
O08592;C3592;11/02/2024;-178,7;
O08593;C3593;24/02/2024;-199,7;
O08594;C3594;08/03/2024;-44,6;
O08595;C3595;21/03/2024;-66;
O08596;C3596;03/04/2024;-91,3;
O08597;C3597;16/04/2024;-113,1;
O08598;C3598;29/04/2024;-135,1;
O08599;C3599;12/05/2024;-157,3;
O08600;C3600;25/05/2024;-183,4;
O08601;C3601;07/06/2024;-26;
O08602;C3602;20/06/2024;-48,8;
O08603;C3603;03/07/2024;-71,8;
O08604;C3604;16/07/2024;-95;
O08605;C3605;29/07/2024;-118,4;
O08606;C3606;11/08/2024;-138,3;
O08607;C3607;24/08/2024;-162,1;
O08608;C3608;06/09/2024;-186,1;
O08609;C3609;19/09/2024;-30,3;
O08610;C3610;02/10/2024;-51;
O08611;C3611;15/10/2024;-75,6;
O08612;C3612;28/10/2024;-96,7;
O08613;C3613;10/11/2024;-121,7;
O08614;C3614;23/11/2024;-143,2;
O08615;C3615;06/12/2024;-168,6;
O08616;C3616;19/12/2024;-190,5;
O08617;C3617;01/01/2025;-32,6;
O08618;C3618;14/01/2025;-54,9;
O08619;C3619;27/01/2025;-77,4;
O08620;C3620;09/02/2025;-100,1;
O08621;C3621;22/02/2025;-123;
O08622;C3622;07/03/2025;-146,1;
O08623;C3623;20/03/2025;-169,4;
O08624;C3624;02/04/2025;-192,9;
O08625;C3625;15/04/2025;-36,6;
O08626;C3626;28/04/2025;-60,5;
O08627;;11/05/2025;-84,6;
O08628;C3628;24/05/2025;-105,2;
O08629;C3629;06/06/2025;-129,7;
O08630;C3630;19/06/2025;-150,7;
O08631;C3631;02/07/2025;-175,6;
O08632;C3632;15/07/2025;-197;
O08633;C3633;28/07/2025;-42,3;
O08634;C3634;10/08/2025;-64,1;
O08635;C3635;23/08/2025;-86,1;
O08636;C3636;05/09/2025;-108,3;
O08637;C3637;18/09/2025;-134,4;
O08638;C3638;01/10/2025;-157;
O08639;C3639;14/10/2025;-179,8;
O08640;C3640;27/10/2025;-22,8;
O08641;C3641;09/11/2025;-46;
O08642;C3642;22/11/2025;-69,4;
O08643;C3643;05/12/2025;-89,3;
O08644;C3644;18/12/2025;-113,1;
O08645;C3645;31/12/2025;-137,1;
O08646;C3646;13/01/2026;-161,3;
O08647;C3647;26/01/2026;-182;
O08648;C3648;09/02/2024;-26,6;
O08649;C3649;22/02/2024;-47,7;
O08650;C3650;06/03/2024;-72,7;
O08651;C3651;19/03/2024;-94,2;
O08652;C3652;01/04/2024;-119,6;
O08653;C3653;14/04/2024;-141,5;
O08654;C3654;27/04/2024;-163,6;
O08655;C3655;10/05/2024;-185,9;
O08656;C3656;23/05/2024;-28,4;
O08657;C3657;05/06/2024;-51,1;
O08658;C3658;18/06/2024;-74;
O08659;C3659;01/07/2024;-97,1;
O08660;C3660;14/07/2024;-120,4;
O08661;C3661;27/07/2024;-143,9;
O08662;C3662;09/08/2024;-167,6;
O08663;C3663;22/08/2024;-191,5;
O08664;C3664;04/09/2024;-35,6;
O08665;C3665;17/09/2024;-56,2;
O08666;C3666;30/09/2024;-80,7;
O08667;C3667;13/10/2024;-101,7;
O08668;C3668;26/10/2024;-126,6;
O08669;C3669;08/11/2024;-148;
O08670;C3670;21/11/2024;-173,3;
O08671;C3671;04/12/2024;-195,1;
O08672;C3672;17/12/2024;-37,1;
O08673;C3673;30/12/2024;-59,3;
O08674;C3674;12/01/2025;-85,4;
O08675;C3675;25/01/2025;-108;
O08676;C3676;07/02/2025;-130,8;
O08677;C3677;20/02/2025;-153,8;
O08678;C3678;05/03/2025;-177;
O08679;C3679;18/03/2025;-200,4;
O08680;C3680;31/03/2025;-40,3;
O08681;C3681;13/04/2025;-64,1;
O08682;C3682;26/04/2025;-88,1;
O08683;C3683;09/05/2025;-112,3;
O08684;C3684;22/05/2025;-133;
O08685;C3685;04/06/2025;-157,6;
O08686;C3686;17/06/2025;-178,7;
O08687;C3687;30/06/2025;-23,7;
O08688;C3688;13/07/2025;-45,2;
O08689;C3689;26/07/2025;-70,6;
O08690;C3690;08/08/2025;-92,5;
O08691;C3691;21/08/2025;-114,6;
O08692;C3692;03/09/2025;-136,9;
O08693;C3693;16/09/2025;-159,4;
O08694;C3694;29/09/2025;-182,1;
O08695;C3695;12/10/2025;-25;
O08696;C3696;25/10/2025;-48,1;
O08697;C3697;07/11/2025;-71,4;
O08698;C3698;20/11/2025;-94,9;
O08699;C3699;03/12/2025;-118,6;
O08700;C3700;16/12/2025;-142,5;
O08701;C3701;29/12/2025;-166,6;
O08702;C3702;11/01/2026;-187,2;
O08703;C3703;24/01/2026;-31,7;
O08704;C3704;07/02/2024;-52,7;
O08705;C3705;20/02/2024;-77,6;
O08706;C3706;04/03/2024;-99;
O08707;C3707;17/03/2024;-124,3;
O08708;C3708;30/03/2024;-146,1;
O08709;C3709;12/04/2024;-168,1;
O08710;C3710;25/04/2024;-190,3;
O08711;C3711;08/05/2024;-36,4;
O08712;C3712;21/05/2024;-59;
O08713;C3713;03/06/2024;-81,8;
O08714;C3714;16/06/2024;-104,8;
O08715;C3715;29/06/2024;-128;
O08716;C3716;12/07/2024;-151,4;
O08717;C3717;25/07/2024;-171,3;
O08718;C3718;07/08/2024;-195,1;
O08719;C3719;20/08/2024;-39,1;
O08720;C3720;02/09/2024;-63,3;
O08721;C3721;15/09/2024;-84;
O08722;C3722;28/09/2024;-108,6;
O08723;C3723;11/10/2024;-129,7;
O08724;C3724;24/10/2024;-154,7;
O08725;C3725;06/11/2024;-176,2;
O08726;C3726;19/11/2024;-201,6;
O08727;C3727;02/12/2024;-43,5;
O08728;C3728;15/12/2024;-65,6;
O08729;C3729;28/12/2024;-87,9;
O08730;C3730;10/01/2025;-110,4;
O08731;C3731;23/01/2025;-133,1;
O08732;C3732;05/02/2025;-156;
O08733;C3733;18/02/2025;-179,1;
O08734;C3734;03/03/2025;-22,4;
O08735;C3735;16/03/2025;-45,9;
O08736;C3736;29/03/2025;-69,6;
O08737;C3737;11/04/2025;-93,5;
O08738;C3738;24/04/2025;-117,6;
O08739;C3739;07/05/2025;-138,2;
O08740;C3740;20/05/2025;-162,7;
O08741;C3741;02/06/2025;-183,7;
O08742;C3742;15/06/2025;-28,6;
O08743;C3743;28/06/2025;-50;
O08744;C3744;11/07/2025;-75,3;
O08745;C3745;24/07/2025;-97,1;
O08746;C3746;06/08/2025;-119,1;
O08747;C3747;19/08/2025;-141,3;
O08748;C3748;01/09/2025;-167,4;
O08749;C3749;14/09/2025;-190;
O08750;C3750;27/09/2025;-32,8;
O08751;C3751;10/10/2025;-55,8;
O08752;C3752;23/10/2025;-79;
O08753;C3753;05/11/2025;-102,4;
O08754;C3754;18/11/2025;-122,3;
O08755;C3755;01/12/2025;-146,1;
O08756;C3756;14/12/2025;-170,1;
O08757;C3757;27/12/2025;-194,3;
O08758;C3758;09/01/2026;-35;
O08759;C3759;22/01/2026;-59,6;
O08760;C3760;05/02/2024;-80,7;
O08761;C3761;18/02/2024;-105,7;
O08762;C3762;02/03/2024;-127,2;
O08763;C3763;15/03/2024;-152,6;
O08764;C3764;28/03/2024;-174,5;
O08765;C3765;10/04/2024;-196,6;
O08766;C3766;23/04/2024;-38,9;
O08767;C3767;06/05/2024;-61,4;
O08768;C3768;19/05/2024;-84,1;
O08769;C3769;01/06/2024;-107;
O08770;C3770;14/06/2024;-130,1;
O08771;C3771;27/06/2024;-153,4;
O08772;C3772;10/07/2024;-176,9;
O08773;C3773;23/07/2024;-200,6;
O08774;C3774;05/08/2024;-44,5;
O08775;C3775;18/08/2024;-68,6;
O08776;C3776;31/08/2024;-89,2;
O08777;C3777;13/09/2024;-113,7;
O08778;C3778;26/09/2024;-134,7;
O08779;C3779;09/10/2024;-159,6;
O08780;C3780;22/10/2024;-181;
O08781;C3781;04/11/2024;-26,3;
O08782;C3782;17/11/2024;-48,1;
O08783;C3783;30/11/2024;-70,1;
O08784;C3784;13/12/2024;-92,3;
O08785;C3785;26/12/2024;-118,4;
O08786;C3786;08/01/2025;-141;
O08787;C3787;21/01/2025;-163,8;
O08788;C3788;03/02/2025;-186,8;
O08789;C3789;16/02/2025;-30;
O08790;C3790;01/03/2025;-53,4;
O08791;C3791;14/03/2025;-73,3;
O08792;C3792;27/03/2025;-97,1;
O08793;C3793;09/04/2025;-121,1;
O08794;C3794;22/04/2025;-145,3;
O08795;C3795;05/05/2025;-166;
O08796;C3796;18/05/2025;-190,6;
O08797;C3797;31/05/2025;-31,7;
O08798;C3798;13/06/2025;-56,7;
O08799;C3799;26/06/2025;-78,2;
O08800;C3800;09/07/2025;-103,6;
O08801;C3801;22/07/2025;-125,5;
O08802;C3802;04/08/2025;-147,6;
O08803;C3803;17/08/2025;-169,9;
O08804;C3804;30/08/2025;-192,4;
O08805;C3805;12/09/2025;-35,1;
O08806;C3806;25/09/2025;-58;
O08807;C3807;08/10/2025;-81,1;
O08808;C3808;21/10/2025;-104,4;
O08809;C3809;03/11/2025;-127,9;
O08810;C3810;16/11/2025;-151,6;
O08811;C3811;29/11/2025;-175,5;
O08812;C3812;12/12/2025;-199,6;
O08813;C3813;25/12/2025;-40,2;
O08814;C3814;07/01/2026;-64,7;
O08815;C3815;20/01/2026;-85,7;
O08816;C3816;02/02/2026;-110,6;
O08817;C3817;16/02/2024;-132;
O08818;C3818;29/02/2024;-157,3;
O08819;C3819;13/03/2024;-179,1;
O08820;C3820;26/03/2024;-21,1;
O08821;C3821;08/04/2024;-43,3;
O08822;C3822;21/04/2024;-69,4;
O08823;C3823;04/05/2024;-92;
O08824;C3824;17/05/2024;-114,8;
O08825;C3825;30/05/2024;-137,8;
O08826;C3826;12/06/2024;-161;
O08827;C3827;25/06/2024;-184,4;
O08828;C3828;08/07/2024;-24,3;
O08829;C3829;21/07/2024;-48,1;
O08830;C3830;03/08/2024;-72,1;
O08831;C3831;16/08/2024;-96,3;
O08832;C3832;29/08/2024;-117;
O08833;C3833;11/09/2024;-141,6;
O08834;C3834;24/09/2024;-162,7;
O08835;C3835;07/10/2024;-187,7;
O08836;C3836;20/10/2024;-29,2;
O08837;C3837;02/11/2024;-54,6;
O08838;C3838;15/11/2024;-76,5;
O08839;C3839;28/11/2024;-98,6;
O08840;C3840;11/12/2024;-120,9;
O08841;C3841;24/12/2024;-143,4;
O08842;C3842;06/01/2025;-166,1;
O08843;C3843;19/01/2025;-189;
O08844;C3844;01/02/2025;-32,1;
O08845;C3845;14/02/2025;-55,4;
O08846;C3846;27/02/2025;-78,9;
O08847;C3847;12/03/2025;-102,6;
O08848;C3848;25/03/2025;-126,5;
O08849;C3849;07/04/2025;-150,6;
O08850;C3850;20/04/2025;-171,2;
O08851;C3851;03/05/2025;-195,7;
O08852;C3852;16/05/2025;-36,7;
O08853;C3853;29/05/2025;-61,6;
O08854;C3854;11/06/2025;-83;
O08855;C3855;24/06/2025;-108,3;
O08856;C3856;07/07/2025;-130,1;
O08857;C3857;20/07/2025;-152,1;
O08858;C3858;02/08/2025;-174,3;
O08859;C3859;15/08/2025;-200,4;
O08860;C3860;28/08/2025;-43;
O08861;C3861;10/09/2025;-65,8;
O08862;C3862;23/09/2025;-88,8;
O08863;C3863;06/10/2025;-112;
O08864;C3864;19/10/2025;-135,4;
O08865;C3865;01/11/2025;-155,3;
O08866;C3866;14/11/2025;-179,1;
O08867;C3867;27/11/2025;-23,1;
O08868;C3868;10/12/2025;-47,3;
O08869;C3869;23/12/2025;-68;
O08870;C3870;05/01/2026;-92,6;
O08871;C3871;18/01/2026;-113,7;
O08872;C3872;31/01/2026;-138,7;
O08873;C3873;14/02/2024;-160,2;
O08874;C3874;27/02/2024;-185,6;
O08875;C3875;11/03/2024;-27,5;
O08876;C3876;24/03/2024;-49,6;
O08877;;06/04/2024;-71,9;
O08878;C3878;19/04/2024;-94,4;
O08879;C3879;02/05/2024;-117,1;
